Annual_Income,Num_of_Loan,Num_of_Delayed_Payment,Outstanding_Debt
27632.92,3,13,1103.71
27632.92,3,12,1103.71
21846.06,2,6,284.95
21846.06,2,3,284.95
21846.06,2,9,284.95
8610.765,3,13,1426.95
8610.765,3,15,1426.95
49023.22,2,11,270.2
49023.22,2,13,270.2
49023.22,2,12,270.2
49023.22,2,12,270.2
49023.22,2,10,270.2
104564.64,2,19,100.49
104564.64,2,20,100.49
104564.64,2,17,100.49
104564.64,2,16,100.49
104564.64,2,19,100.49
104564.64,2,18,100.49
59751.78,4,13,1485.94
59751.78,4,13,1485.94
59751.78,4,13,1485.94
59751.78,4,13,1485.94
59751.78,4,13,1485.94
118644.36000000002,1,2,1100.42
118644.36000000002,1,2,1100.42
118644.36000000002,1,2,1100.42
118644.36000000002,1,2,1100.42
30029.59,4,10,466.13
30029.59,4,10,466.13
30029.59,4,10,466.13
30029.59,4,13,466.13
63331.9,0,0,362.71
63331.9,0,19,362.71
63331.9,0,17,362.71
63331.9,0,19,362.71
63331.9,0,19,362.71
63331.9,0,19,362.71
24069.55,0,19,315.97
24069.55,0,22,315.97
15762.72,4,8,1050.18
15762.72,4,0,1050.18
15762.72,4,6,1050.18
15762.72,4,7,1050.18
122713.6,2,12,128.33
122713.6,2,10,128.33
122713.6,2,0,128.33
122713.6,2,12,128.33
122713.6,2,8,128.33
122713.6,2,10,128.33
41499.21,0,7,1272.15
41499.21,0,9,1272.15
82840.24,1,0,360.92
82840.24,1,3,360.92
82840.24,1,2,360.92
82840.24,1,1,360.92
82840.24,1,0,360.92
82840.24,1,2,360.92
24195.37,1,16,1163.09
24195.37,1,0,1163.09
24195.37,1,16,1163.09
24195.37,1,16,1163.09
78139.42,0,1,1116.88
78139.42,0,2,1116.88
78139.42,0,2,1116.88
78139.42,0,2,1116.88
78139.42,0,0,1116.88
78139.42,0,0,1116.88
20441835.0,0,2,1116.88
20193.59,5,12,1109.22
20193.59,5,12,1109.22
20193.59,5,12,1109.22
20193.59,5,12,1109.22
20193.59,5,12,1109.22
20193.59,5,12,1109.22
62545.59,4,10,1138.71
62545.59,4,9,1138.71
62545.59,4,10,1138.71
62545.59,4,10,1138.71
32011.89,3,9,1215.09
32011.89,3,9,1215.09
32011.89,3,7,1215.09
32011.89,3,9,1215.09
32011.89,3,12,1215.09
32011.89,3,0,1215.09
32011.89,3,9,1215.09
23679.61,0,20,622.58
23679.61,0,18,622.58
23679.61,0,18,622.58
23679.61,0,18,622.58
74450.88,3,17,640.7
74450.88,3,20,640.7
74450.88,3,18,640.7
16198.305,2,5,1439.09
16198.305,2,5,1439.09
16198.305,2,5,1439.09
16198.305,2,5,1439.09
16198.305,2,5,1439.09
16198.305,2,5,1439.09
21364.2,1,16,1178.6
21364.2,1,16,1178.6
21364.2,1,16,1178.6
21364.2,1,16,1178.6
21364.2,1,15,1178.6
96826.96,0,18,1290.07
96826.96,0,19,1290.07
96826.96,0,19,1290.07
96826.96,0,19,1290.07
96826.96,0,20,1290.07
96826.96,0,19,1290.07
96826.96,0,19,1290.07
16808.35,7,16,1330.72
16808.35,7,16,1330.72
16808.35,7,16,1330.72
128279.16,0,0,105.26
128279.16,0,7,105.26
128279.16,0,9,105.26
83355.33,2,14,677.27
83355.33,2,15,677.27
83355.33,2,15,677.27
83355.33,2,15,677.27
11646.19,2,18,847.88
11646.19,2,20,847.88
69577.92,3,5,491.67
69577.92,3,7,491.67
69577.92,3,6,491.67
69577.92,3,6,491.67
25621.01,2,9,1336.73
25621.01,2,8,1336.73
25621.01,2,9,1336.73
25621.01,2,9,1336.73
25621.01,2,10,1336.73
60263.43000000001,5,27,1400.16
60263.43000000001,5,25,1400.16
44036.97,4,3,992.83
44036.97,4,4,992.83
44036.97,4,3,992.83
44036.97,4,3,992.83
44036.97,4,4,992.83
44036.97,4,3,992.83
12681.45,0,16,624.12
16568.425,1,8,478.11
16568.425,1,8,478.11
101500.92,2,18,835.46
101500.92,2,18,835.46
101500.92,2,132,835.46
101500.92,2,0,835.46
101500.92,2,18,835.46
101500.92,2,16,835.46
101500.92,2,18,835.46
155726.76,0,2,1170.58
155726.76,0,2,1170.58
155726.76,0,1,1170.58
36591.25,4,10,575.21
36591.25,4,10,575.21
36591.25,4,10,575.21
47280.76,0,20,1134.41
47280.76,0,19,1134.41
47280.76,0,20,1134.41
47280.76,0,20,1134.41
47280.76,0,0,1134.41
47280.76,0,20,1134.41
108161.7,2,13,633.47
108161.7,2,13,633.47
108161.7,2,11,633.47
108161.7,2,12,633.47
108161.7,2,15,633.47
108161.7,2,13,633.47
11731.585,2,12,289.73
11731.585,2,10,289.73
11731.585,2,7,289.73
39579.6,6,13,634.77
39579.6,6,13,634.77
39579.6,6,13,634.77
39579.6,6,12,634.77
39579.6,6,13,634.77
120260.2,1,17,1436.96
120260.2,1,15,1436.96
36346.13,3,21,1252.46
36346.13,3,18,1252.46
36346.13,3,18,1252.46
36346.13,3,18,1252.46
36346.13,3,15,1252.46
25399.68,3,13,1495.03
25399.68,3,10,1495.03
25399.68,3,0,1495.03
25399.68,3,13,1495.03
25399.68,3,10,1495.03
51307.1,2,15,878.19
51307.1,2,15,878.19
18578.88,3,11,779.49
18578.88,3,9,779.49
12303.09,3,16,1328.11
12303.09,3,16,1328.11
12303.09,3,17,1328.11
35118.1,3,13,407.74
35118.1,3,13,407.74
35118.1,3,13,407.74
35118.1,3,14,407.74
35118.1,3,13,407.74
64057.72,1,1,795.69
64057.72,1,5,795.69
64057.72,1,0,795.69
64057.72,1,2,795.69
44390.76,6,10,24.73
44390.76,6,15,24.73
44390.76,6,10,24.73
44390.76,6,15,24.73
37807.28,2,6,108.85
37807.28,2,7,108.85
59154.04,1,13,1346.13
35670.66,0,7,1324.42
35670.66,0,2,1324.42
35670.66,0,4,1324.42
35670.66,0,4,1324.42
35670.66,0,4,1324.42
35670.66,0,3,1324.42
35670.66,0,4,1324.42
20522.13,3,18,233.67
20522.13,3,15,233.67
20522.13,3,15,233.67
20522.13,3,15,233.67
20522.13,3,15,233.67
20522.13,3,13,233.67
61654.84,4,14,741.7
61654.84,4,12,741.7
61654.84,4,12,741.7
61654.84,4,12,741.7
20703.48,1,9,965.09
20703.48,1,7,965.09
20703.48,1,7,965.09
36717.63,4,11,1456.01
36717.63,4,12,1456.01
36717.63,4,12,1456.01
36717.63,4,13,1456.01
36717.63,4,12,1456.01
35469.07,0,5,545.48
35469.07,0,5,545.48
35469.07,0,5,545.48
35469.07,0,8,545.48
56131.48,4,12,1235.48
56131.48,4,9,1235.48
56131.48,4,10,1235.48
56131.48,4,8,1235.48
56131.48,4,6,1235.48
57439.12,4,11,669.35
57439.12,4,9,669.35
57439.12,4,0,669.35
57439.12,4,6,669.35
57439.12,4,0,669.35
39944.67,1,2,364.95
39944.67,1,1,364.95
39944.67,1,3,364.95
39944.67,1,0,364.95
39944.67,1,0,364.95
32485.42,0,13,998.9
32485.42,0,13,998.9
32485.42,0,0,998.9
16808.32,2,2,582.3
16808.32,2,5,582.3
16808.32,2,6,582.3
16808.32,2,0,582.3
72116.25,2,13,243.75
72116.25,2,13,243.75
72116.25,2,13,243.75
72116.25,2,12,243.75
72116.25,2,13,243.75
72116.25,2,13,243.75
140390.32,3,0,1423.23
140390.32,3,0,1423.23
140390.32,3,0,1423.23
140390.32,3,3,1423.23
140390.32,3,0,1423.23
140390.32,3,0,1423.23
25198.19,3,6,1261.93
25198.19,3,9,1261.93
25198.19,3,9,1261.93
25198.19,3,9,1261.93
81935.42,1,12,625.32
81935.42,1,12,625.32
81935.42,1,12,625.32
81935.42,1,15,625.32
81935.42,1,12,625.32
81935.42,1,12,625.32
81935.42,1,12,625.32
14675.83,7,8,1427.56
14675.83,7,8,1427.56
14675.83,7,5,1427.56
14675.83,7,8,1427.56
14675.83,7,8,1427.56
14675.83,7,7,1427.56
9197.37,2,8,1306.09
9197.37,2,8,1306.09
9197.37,2,8,1306.09
9197.37,2,5,1306.09
9197.37,2,8,1306.09
20492.45,1,1,429.71
20492.45,1,0,429.71
20492.45,1,3,429.71
20492.45,1,0,429.71
27242.8,6,18,881.36
27242.8,6,18,881.36
27242.8,6,19,881.36
27242.8,6,20,881.36
81411.2,1,5,467.99
81411.2,1,2,467.99
81411.2,1,8,467.99
81411.2,1,2,467.99
81411.2,1,2,467.99
18503.85,7,8,742.33
18503.85,7,8,742.33
18503.85,7,8,742.33
18503.85,7,8,742.33
18503.85,7,7,742.33
78477.18000000001,2,0,1197.91
78477.18000000001,2,20,1197.91
78477.18000000001,2,18,1197.91
78477.18000000001,2,18,1197.91
78477.18000000001,2,19,1197.91
78477.18000000001,2,0,1197.91
78477.18000000001,2,17,1197.91
32901.79,1,9,798.71
32901.79,1,6,798.71
32901.79,1,10,798.71
32901.79,1,11,798.71
32901.79,1,9,798.71
32901.79,1,6,798.71
32901.79,1,6,798.71
73031.58,2,14,997.98
73031.58,2,15,997.98
73031.58,2,18,997.98
73031.58,2,15,997.98
73031.58,2,12,997.98
66881.2,2,20,240.6
66881.2,2,20,240.6
66881.2,2,0,240.6
66881.2,2,19,240.6
14535.105,2,10,70.66
14535.105,2,11,70.66
14535.105,2,0,70.66
14535.105,2,14,70.66
14535.105,2,8,70.66
14535.105,2,0,70.66
14535.105,2,3539,70.66
10119.76,4,23,1388.38
10119.76,4,23,1388.38
10119.76,4,23,1388.38
10119.76,4,23,1388.38
10119.76,4,23,1388.38
16893.44,3,14,1397.24
16893.44,3,14,1397.24
16893.44,3,14,1397.24
16893.44,3,14,1397.24
21791.905,1,5,166.25
21791.905,1,5,166.25
21791.905,1,5,166.25
21791.905,1,8,166.25
21791.905,1,5,166.25
21791.905,1,3,166.25
77854.26,2,13,1220.31
76391.48,2,5,614.83
76391.48,2,5,614.83
76391.48,2,0,614.83
13187253.0,2,5,614.83
76391.48,2,5,614.83
13486.615,2,10,45.37
13486.615,2,8,45.37
13486.615,2,10,45.37
13486.615,2,12,45.37
19418092.0,2,10,45.37
13486.615,2,10,45.37
34800.96,3,7,344.4
34800.96,3,7,344.4
34800.96,3,0,344.4
34800.96,3,1823,344.4
15154025.0,3,7,344.4
32414.26,2,19,695.61
32414.26,2,0,695.61
32414.26,2,19,695.61
32414.26,2,20,695.61
32414.26,2,19,695.61
32414.26,2,19,695.61
34601.35,2,11,68.23
34601.35,2,11,68.23
34601.35,2,11,68.23
34601.35,2,11,68.23
34601.35,2,0,68.23
99007.68,0,17,31.89
99007.68,0,16,31.89
99007.68,0,16,31.89
99007.68,0,16,31.89
99007.68,0,14,31.89
14208.865,0,4,605.49
14208.865,0,3,605.49
14208.865,0,3,605.49
14208.865,0,6,605.49
14208.865,0,3,605.49
35836.84,3,17,1004.66
35836.84,3,17,1004.66
35836.84,3,17,1004.66
26150.38,4,20,316.19
26150.38,4,18,316.19
26150.38,4,18,316.19
26150.38,4,18,316.19
26150.38,4,17,316.19
26150.38,4,18,316.19
26150.38,4,0,316.19
122008.59,0,8,432.37
122008.59,0,8,432.37
122008.59,0,8,432.37
19869959.0,4,0,809.11
11956.285,4,12,809.11
11956.285,4,9,809.11
11956.285,4,13,809.11
20949.58,1,16,486.48
20949.58,1,16,486.48
20949.58,1,16,486.48
20949.58,1,15,486.48
20949.58,1,16,486.48
20949.58,1,15,486.48
18096.155,3,19,162.21
18096.155,3,16,162.21
18096.155,3,17,162.21
37788.3,2,1,1124.37
37788.3,2,1,1124.37
37788.3,2,1,1124.37
37788.3,2,1,1124.37
37788.3,2,1,1124.37
120955.92,1,5,369.36
120955.92,1,7,369.36
120955.92,1,8,369.36
120955.92,1,7,369.36
120955.92,1,9,369.36
120955.92,1,8,369.36
27983.07,2,15,1015.21
27983.07,2,15,1015.21
27983.07,2,18,1015.21
56987.92,1,3,949.65
56987.92,1,1,949.65
56987.92,1,5,949.65
56987.92,1,4,949.65
56987.92,1,2,949.65
50552.34,1,12,829.97
50552.34,1,12,829.97
50552.34,1,12,829.97
90592.02,4,20,831.18
90592.02,4,19,831.18
90592.02,4,23,831.18
90592.02,4,20,831.18
29695.58,0,15,133.56
29695.58,0,18,133.56
29695.58,0,15,133.56
29695.58,0,0,133.56
29695.58,0,15,133.56
85667.7,0,11,1457.34
85667.7,0,11,1457.34
85667.7,0,11,1457.34
43700.61,2,11,633.46
43700.61,2,9,633.46
43700.61,2,11,633.46
43700.61,2,11,633.46
65187.34,3,9,441.86
65187.34,3,9,441.86
65187.34,3,8,441.86
65187.34,3,9,441.86
65187.34,3,9,441.86
29661.64,7,16,347.44
29661.64,7,16,347.44
29661.64,7,16,347.44
101912.13,0,0,152.6
101912.13,0,2,152.6
65454.42,1,12,768.36
65454.42,1,1946,768.36
65454.42,1,12,768.36
65454.42,1,12,768.36
65454.42,1,12,768.36
38760.82,3,8,468.18
38760.82,3,8,468.18
38760.82,3,8,468.18
38760.82,3,0,468.18
37131.02,1,4,88.0
37131.02,1,4,88.0
37131.02,1,4,88.0
37131.02,1,3,88.0
37131.02,1,4,88.0
37131.02,1,4,88.0
21484.035,3,14,939.2
21484.035,3,12,939.2
21484.035,3,11,939.2
21484.035,3,11,939.2
21484.035,3,12,939.2
21145.595,1,7,969.19
21145.595,1,4,969.19
21145.595,1,4,969.19
21145.595,1,4,969.19
36722.84,4,9,409.3
36722.84,4,9,409.3
122942.28,1,4,924.1
122942.28,1,4,924.1
122942.28,1,4,924.1
42021.7,4,12,271.56
42021.7,4,12,271.56
42021.7,4,12,271.56
42021.7,4,14,271.56
42021.7,4,12,271.56
42021.7,4,12,271.56
85915.31999999999,4,20,429.12
85915.31999999999,4,20,429.12
85915.31999999999,4,20,429.12
85915.31999999999,4,20,429.12
85915.31999999999,4,20,429.12
85915.31999999999,4,20,429.12
27814.63,1,0,425.84
27814.63,1,14,425.84
27814.63,1,2297,425.84
27814.63,1,0,425.84
27814.63,1,14,425.84
34480.2,0,11,398.91
34480.2,0,14,398.91
10810032.0,0,14,398.91
130688.56,0,6,466.13
130688.56,0,0,466.13
130688.56,0,6,466.13
20871.42,3,0,1177.09
20871.42,3,1,1177.09
20871.42,3,0,1177.09
20871.42,3,2,1177.09
28406.16,0,5,1115.66
28406.16,0,5,1115.66
28406.16,0,5,1115.66
28406.16,0,3,1115.66
99565.36,0,8,551.66
99565.36,0,8,551.66
99565.36,0,5,551.66
99565.36,0,7,551.66
99565.36,0,7,551.66
58698.08,2,14,453.31
58698.08,2,0,453.31
58698.08,2,14,453.31
58698.08,2,14,453.31
31461.84,5,14,886.09
31461.84,5,14,886.09
31461.84,5,16,886.09
31461.84,5,11,886.09
71677.59,0,11,130.54
71677.59,0,0,130.54
71677.59,0,11,130.54
71677.59,0,0,130.54
71677.59,0,0,130.54
71677.59,0,11,130.54
17856.72,6,22,1431.47
17856.72,6,21,1431.47
17856.72,6,0,1431.47
17856.72,6,21,1431.47
44080.04,3,5,443.01
44080.04,3,4,443.01
44080.04,3,5,443.01
44080.04,3,5,443.01
44080.04,3,5,443.01
44080.04,3,5,443.01
44080.04,3,8,443.01
87932.96,2,11,649.7
87932.96,2,11,649.7
87932.96,2,11,649.7
31557.73,2,12,1323.96
31557.73,2,10,1323.96
31557.73,2,12,1323.96
31557.73,2,10,1323.96
31557.73,2,12,1323.96
61887.2,4,17,1370.48
61887.2,4,19,1370.48
61887.2,4,14,1370.48
61887.2,4,17,1370.48
32594.76,3,10,1146.39
32594.76,3,6,1146.39
32594.76,3,5,1146.39
32594.76,3,6,1146.39
32594.76,3,7,1146.39
32594.76,3,7,1146.39
61669.47,0,18,1083.29
61669.47,0,18,1083.29
61669.47,0,20,1083.29
61669.47,0,18,1083.29
34514.51,4,10,841.46
34514.51,4,8,841.46
34514.51,4,10,841.46
34514.51,4,10,841.46
21053.37,2,20,586.15
21053.37,2,22,586.15
21053.37,2,20,586.15
111896.16,0,14,978.3
111896.16,0,13,978.3
111896.16,0,2566,978.3
111896.16,0,13,978.3
111896.16,0,15,978.3
72588.99,2,8,1031.21
72588.99,2,11,1031.21
72588.99,2,8,1031.21
72588.99,2,8,1031.21
60585.08,2,9,461.13
60585.08,2,7,461.13
60585.08,2,10,461.13
60585.08,2,9,461.13
60585.08,2,11,461.13
60585.08,2,0,461.13
60585.08,2,9,461.13
28446.58,4,8,640.4
28446.58,4,6,640.4
28446.58,4,8,640.4
28446.58,4,8,640.4
28446.58,4,8,640.4
28446.58,4,8,640.4
17032.785,3,9,1229.08
17032.785,3,11,1229.08
17032.785,3,9,1229.08
17032.785,3,6,1229.08
17032.785,3,7,1229.08
30261.67,3,16,595.94
30261.67,3,16,595.94
30261.67,3,14,595.94
30261.67,3,0,595.94
30261.67,3,16,595.94
30261.67,3,18,595.94
58637.34,3,20,208.8
58637.34,3,17,208.8
32029.98,3,6,451.72
32029.98,3,2,451.72
32029.98,3,5,451.72
32029.98,3,5,451.72
32029.98,3,5,451.72
32029.98,3,5,451.72
12985.715,1,11,355.39
12985.715,1,13,355.39
12985.715,1,12,355.39
12985.715,1,13,355.39
12985.715,1,13,355.39
12985.715,1,13,355.39
41821.27,2,12,791.51
41821.27,2,14,791.51
41821.27,2,11,791.51
41821.27,2,12,791.51
173968.96,1,4,1486.89
173968.96,1,3,1486.89
173968.96,1,2,1486.89
173968.96,1,2,1486.89
33928.38,5,20,164.66
33928.38,5,18,164.66
33928.38,5,18,164.66
33928.38,5,18,164.66
33928.38,5,0,164.66
123847.04,2,8,1417.89
123847.04,2,8,1417.89
34447.49,4,8,922.3
34447.49,4,8,922.3
34447.49,4,9,922.3
34447.49,4,8,922.3
34447.49,4,8,922.3
34447.49,4,0,922.3
83483.96,1,0,152.98
83483.96,1,2,152.98
83483.96,1,2,152.98
83483.96,1,5,152.98
83483.96,1,5,152.98
50173.54,3,0,293.88
50173.54,3,16,293.88
50173.54,3,0,293.88
50173.54,3,14,293.88
50173.54,3,14,293.88
50173.54,3,14,293.88
50173.54,3,16,293.88
15627.72,3,10,983.22
15627.72,3,10,983.22
15627.72,3,10,983.22
97575.9,2,0,366.88
97575.9,2,18,366.88
97575.9,2,19,366.88
97575.9,2,18,366.88
64397.88,0,18,1001.74
64397.88,0,15,1001.74
64397.88,0,15,1001.74
64397.88,0,17,1001.74
64397.88,0,15,1001.74
23952.07,0,12,1045.08
23952.07,0,13,1045.08
23952.07,0,12,1045.08
23952.07,0,15,1045.08
105565.65,1,4,440.91
105565.65,1,7,440.91
105565.65,1,7,440.91
105565.65,1,8,440.91
145934.16,1,3,1334.34
145934.16,1,5,1334.34
145934.16,1,3,1334.34
145934.16,1,3,1334.34
68171.54999999999,1,11,1049.75
68171.54999999999,1,11,1049.75
68171.54999999999,1,11,1049.75
68171.54999999999,1,9,1049.75
20133.61,6,18,1265.65
20133.61,6,0,1265.65
20133.61,6,18,1265.65
20133.61,6,18,1265.65
71368.6,0,15,1161.1
71368.6,0,15,1161.1
71368.6,0,15,1161.1
71368.6,0,16,1161.1
99903.36,0,14,29.6
99903.36,0,0,29.6
99903.36,0,14,29.6
99903.36,0,11,29.6
99903.36,0,11,29.6
39232.16,0,10,487.44
39232.16,0,10,487.44
39232.16,0,10,487.44
39232.16,0,10,487.44
39232.16,0,10,487.44
39232.16,0,12,487.44
19590.31,2,8,1131.45
19590.31,2,8,1131.45
19590.31,2,11,1131.45
83503.12,2,11,796.88
83503.12,2,0,796.88
83503.12,2,11,796.88
83503.12,2,11,796.88
143372.68,0,11,159.96
143372.68,0,0,159.96
131617.4,0,20,929.47
131617.4,0,18,929.47
131617.4,0,20,929.47
131617.4,0,20,929.47
131617.4,0,20,929.47
131617.4,0,20,929.47
131617.4,0,20,929.47
18268.61,4,14,393.05
18268.61,4,17,393.05
18268.61,4,17,393.05
18268.61,4,14,393.05
18268.61,4,11,393.05
18268.61,4,14,393.05
18268.61,4,14,393.05
18268.61,4,14,393.05
142152.48,0,12,185.7
142152.48,0,12,185.7
142152.48,0,13,185.7
142152.48,0,10,185.7
142152.48,0,13,185.7
142152.48,0,13,185.7
20138.945,2,4,1201.14
20138.945,2,4,1201.14
20138.945,2,2,1201.14
41086.4,7,17,113.98
41086.4,7,18,113.98
41086.4,7,20,113.98
41086.4,7,17,113.98
41086.4,7,20,113.98
121719.0,2,4,1481.99
121719.0,2,6,1481.99
121719.0,2,6,1481.99
121719.0,2,6,1481.99
33815.65,4,0,91.55
33815.65,4,2,91.55
33815.65,4,0,91.55
42769.78,4,10,308.91
20474.27,3,13,1123.23
20474.27,3,11,1123.23
20474.27,3,12,1123.23
20474.27,3,11,1123.23
72140.06999999999,1,0,638.12
72140.06999999999,1,14,638.12
72140.06999999999,1,12,638.12
72140.06999999999,1,10,638.12
11866.345,1,19,276.34
11866.345,1,182,276.34
11866.345,1,20,276.34
11866.345,1,17,276.34
11866.345,1,17,276.34
11866.345,1,22,276.34
83359.08,3,10,1024.19
44747.54,2,6,833.1
44747.54,2,6,833.1
101462.63999999998,2,20,251.39
101462.63999999998,2,20,251.39
101462.63999999998,2,20,251.39
101462.63999999998,2,20,251.39
101462.63999999998,2,20,251.39
101462.63999999998,2,0,251.39
101462.63999999998,2,20,251.39
15688.25,2,9,1029.41
15688.25,2,13,1029.41
15688.25,2,12,1029.41
42048.24,2,8,975.52
42048.24,2,8,975.52
42048.24,2,8,975.52
136680.12,1,1,1269.93
97003.11,4,10,802.47
97003.11,4,10,802.47
97003.11,4,10,802.47
97003.11,4,10,802.47
97003.11,4,10,802.47
97003.11,4,2503,802.47
18873.2,4,12,1170.52
18873.2,4,12,1170.52
18873.2,4,12,1170.52
75044.98,2,10,933.23
75044.98,2,0,933.23
75044.98,2,11,933.23
75044.98,2,9,933.23
75044.98,2,11,933.23
75044.98,2,15,933.23
11162.02,4,0,1235.11
11162.02,4,9,1235.11
11162.02,4,9,1235.11
11162.02,4,0,1235.11
11162.02,4,9,1235.11
19934.08,2,19,311.45
19934.08,2,21,311.45
19934.08,2,18,311.45
19934.08,2,19,311.45
19934.08,2,18,311.45
65912.38,0,9,300.63
65912.38,0,6,300.63
15399.52,1,17,556.93
15399.52,1,17,556.93
15399.52,1,16,556.93
15399.52,1,14,556.93
15399.52,1,14,556.93
15399.52,1,17,556.93
66174.84,4,9,951.18
66174.84,4,7,951.18
66174.84,4,10,951.18
9597.79,3,10,289.1
9597.79,3,10,289.1
34428.21,0,14,180.7
34428.21,0,12,180.7
7912.495,6,20,1494.52
7912.495,6,19,1494.52
7912.495,6,0,1494.52
7912.495,6,19,1494.52
22488.625,1,14,590.85
22250.525,0,4,1443.78
86189.58,4,0,1425.02
86189.58,4,0,1425.02
86189.58,4,9,1425.02
86189.58,4,7,1425.02
86189.58,4,7,1425.02
86189.58,4,6,1425.02
19848.365,2,10,1278.69
19848.365,2,10,1278.69
19848.365,2,12,1278.69
19848.365,2,8,1278.69
19848.365,2,10,1278.69
99902.37,2,2,446.72
99902.37,2,2,446.72
99902.37,2,5,446.72
165002.4,1,6,108.82
165002.4,1,6,108.82
165002.4,1,0,108.82
28087.16,1,5,1447.48
28087.16,1,5,1447.48
28087.16,1,5,1447.48
28087.16,1,5,1447.48
28087.16,1,6,1447.48
99990.78,1,6,155.2
99990.78,1,0,155.2
99990.78,1,6,155.2
99990.78,1,3,155.2
99990.78,1,3,155.2
99990.78,1,3,155.2
43504.07,2,5,530.51
43504.07,2,3,530.51
43504.07,2,3,530.51
43504.07,2,3,530.51
21546.93,1,20,313.06
21546.93,1,17,313.06
21546.93,1,19,313.06
21546.93,1,20,313.06
21546.93,1,21,313.06
73747.58,2,14,497.98
73747.58,2,14,497.98
73747.58,2,14,497.98
73747.58,2,14,497.98
19328.71,2,4,160.03
19328.71,2,4,160.03
19328.71,2,0,160.03
19328.71,2,3,160.03
19328.71,2,2,160.03
19328.71,2,4,160.03
16564.89,6,11,1382.82
16564.89,6,12,1382.82
16564.89,6,12,1382.82
81903.8,0,5,697.86
81903.8,0,5,697.86
81903.8,0,5,697.86
81903.8,0,2,697.86
81903.8,0,2,697.86
81903.8,0,5,697.86
92041.02,0,11,590.95
92041.02,0,14,590.95
92041.02,0,8,590.95
92041.02,0,11,590.95
92041.02,0,11,590.95
92041.02,0,2812,590.95
40514.84,3,0,151.33
40514.84,3,8,151.33
40514.84,3,7,151.33
40514.84,3,6,151.33
40514.84,3,8,151.33
40514.84,3,7,151.33
60841.98,1,7,1064.4
60841.98,1,8,1064.4
60841.98,1,7,1064.4
60841.98,1,7,1064.4
60841.98,1,7,1064.4
60841.98,1,5,1064.4
12660.16,0,12,456.02
12660.16,0,14,456.02
12660.16,0,14,456.02
12660.16,0,17,456.02
46066.06,2,13,373.75
46066.06,2,13,373.75
46066.06,2,13,373.75
97515.78,0,6,154.94
97515.78,0,9,154.94
97515.78,0,9,154.94
97515.78,0,9,154.94
97515.78,0,9,154.94
36901.31,1,14,100.36
36901.31,1,0,100.36
36901.31,1,11,100.36
30594.51,3,20,1277.91
30594.51,3,20,1277.91
30594.51,3,21,1277.91
30594.51,3,20,1277.91
30594.51,3,20,1277.91
79837.02,1,4,585.77
79837.02,1,5,585.77
79837.02,1,5,585.77
79837.02,1,7,585.77
79837.02,1,5,585.77
79837.02,1,5,585.77
82093.52,4,0,825.25
82093.52,4,8,825.25
28836.92,0,19,1224.88
28836.92,0,19,1224.88
28836.92,0,17,1224.88
28836.92,0,19,1224.88
28836.92,0,16,1224.88
28836.92,0,19,1224.88
25877.95,1,0,1111.34
25877.95,1,16,1111.34
25877.95,1,18,1111.34
25877.95,1,18,1111.34
25877.95,1,18,1111.34
25877.95,1,19,1111.34
25877.95,1,20,1111.34
86290.14,3,8,841.82
86290.14,3,5,841.82
86290.14,3,8,841.82
86290.14,3,8,841.82
86290.14,3,8,841.82
29044.29,0,0,1078.8
29044.29,0,0,1078.8
29044.29,0,1,1078.8
29044.29,0,1,1078.8
30783.88,2,16,960.38
30783.88,2,16,960.38
35205.24,1,5,851.4
35205.24,1,5,851.4
35205.24,1,8,851.4
35205.24,1,5,851.4
35205.24,1,5,851.4
121948.8,2,16,514.91
121948.8,2,14,514.91
121948.8,2,17,514.91
121948.8,2,20,514.91
82065.16,3,10,106.83
82065.16,3,9,106.83
82065.16,3,10,106.83
82065.16,3,9,106.83
82065.16,3,10,106.83
39564.52,1,4,253.96
39564.52,1,4,253.96
39564.52,1,1,253.96
39564.52,1,4,253.96
39564.52,1,4,253.96
124052.22,3,0,330.83
124052.22,3,3,330.83
124052.22,3,0,330.83
124052.22,3,3,330.83
20821.8,2,10,1485.97
20821.8,2,9,1485.97
48212.8,4,16,1197.02
48212.8,4,19,1197.02
48212.8,4,16,1197.02
48212.8,4,16,1197.02
42888.45,1,3,131.52
42888.45,1,0,131.52
42888.45,1,3,131.52
42888.45,1,3,131.52
84031.02,0,8,1325.84
84031.02,0,0,1325.84
